usWABZrI75M,00:00:46.39,00:01:03.46,0.5240,0.2116,0.1458,y
vm1SOtbe-JE,00:00:14.38,00:01:10.60,0.0695,0.3652,0.2891,y
vm1SOtbe-JE,00:00:21.01,00:00:42.81,0.3080,0.3652,0.2553,y
vt6ZBq5jVec,00:00:29.76,00:00:44.21,0.2874,0.3302,0.4319,y
wNs90x6b8OI,00:00:21.83,00:00:36.47,0.6107,0.4416,0.4046,y
wNs90x6b8OI,00:00:37.09,00:00:48.07,0.4917,0.4469,0.2215,y
wNs90x6b8OI,00:00:42.21,00:01:05.03,0.5047,0.5394,0.4544,y
wNs90x6b8OI,00:01:28.95,00:01:41.03,0.4967,0.3598,0.2073,y
wQdAEA4a8IA,00:00:07.00,00:00:18.30,0.5645,0.1876,0.2187,y
wVoWYn4y7FY,00:00:05.66,00:00:15.73,0.6840,0.3173,0.1120,y
Xdu3Kq8bmxc,00:00:03.12,00:00:25.92,0.5285,0.4604,0.1316,y
XPPOcJNk1S8,00:00:05.32,00:00:20.30,0.7065,0.2738,0.1138,y
Y_nXru9bjbA,00:00:00.00,00:00:30.14,0.3770,0.3332,0.3886,y
Y_nXru9bjbA,00:00:08.91,00:00:21.76,0.1550,0.3545,0.2891,y
Y_nXru9bjbA,00:00:24.42,00:00:37.14,0.3130,0.4683,0.3922,y
Y_nXru9bjbA,00:00:27.62,00:00:56.34,0.4745,0.3545,0.5131,y
yXHrMeNdyaE,00:00:07.00,00:00:19.12,0.5945,0.3564,0.1351,y
yXHrMeNdyaE,00:00:20.23,00:00:31.07,0.5945,0.3564,0.1351,y
z6Pl-GKygrM,00:00:20.12,00:00:30.19,0.2640,0.3360,0.1564,y
Z9npOp9WhWM,00:00:00.00,00:00:13.92,0.5604,0.3296,0.6695,y
Z9npOp9WhWM,00:00:04.09,00:00:15.23,0.4624,0.3296,0.6695,y
Z9npOp9WhWM,00:00:22.73,00:00:34.68,0.0460,0.2514,0.1771,y
zglBOktOoJY,00:00:52.13,00:01:02.18,0.5515,0.2604,0.3040,y
vt6ZBq5jVec,00:01:08.37,00:01:22.95,0.2288,0.5724,0.4267,y
iXFgOBjk860,00:00:29.85,00:00:50.70,0.7125,0.1889,0.3311,y
iXFgOBjk860,00:00:48.70,00:01:06.54,0.2762,0.2933,0.3311,y
VBgxid77Yzs,00:00:00.00,00:00:13.65,0.5500,0.3333,0.2267,y
VBgxid77Yzs,00:01:15.17,00:01:26.81,0.4725,0.4667,0.3578,y
VBgxid77Yzs,00:01:18.15,00:01:32.43,0.5413,0.2567,0.2156,y
zuZIfy4aBEY,00:00:08.64,00:01:11.84,0.2794,0.3443,0.6548,y
1WIDSrr_1lk,00:00:20.07,00:00:31.07,0.5890,0.2355,0.1326,y
FwXH9N5JrE4,00:00:17.46,00:00:31.01,0.1667,0.1058,0.7289,y
wJaE9V4N81U,00:00:00.45,00:00:10.49,0.2517,0.4213,0.5556,y
-A-eXmSQYO0,00:00:00.00,00:00:14.46,0.2200,0.1420,0.5748,y
9uJazpj9xPw,00:00:42.93,00:01:22.60,0.3869,0.2665,0.2593,y
hrbv1QxV0cU,00:00:04.55,00:00:18.12,0.5964,0.3598,0.2104,y
gY0ASobuVok,00:00:03.00,00:00:13.35,0.5677,0.2699,0.1637,y
vPunQYcer10,00:04:48.00,00:05:20.97,0.3015,0.2332,0.7660,y
hSPOqCbpq1c,00:31:09.76,00:31:29.61,0.1165,0.1798,0.4371,y
hSPOqCbpq1c,01:03:41.53,01:04:01.36,0.1577,0.2065,0.4104,y
QhPyvyzVt0c,00:00:19.35,00:01:06.56,0.2897,0.2376,0.7615,y
OAzlohkIVp0,00:01:47.51,00:02:27.18,0.2655,0.4465,0.5526,y
_wMF6AER-L4,00:00:00.00,00:00:15.41,0.3039,0.1620,0.5815,y
KFGecpVktQc,00:00:08.77,00:00:26.01,0.2065,0.3091,0.4543,y
82P86baeJjU,00:00:00.00,00:00:31.80,0.1179,0.1467,0.8524,y
iKA2Tq24wQk,00:00:21.01,00:01:04.46,0.2269,0.0111,0.8860,y
n-q49G8ZJDI,00:00:00.00,00:00:21.94,0.1503,0.1132,0.8860,y
tUqWyp13Pak,00:00:00.00,00:01:13.67,0.1215,0.1843,0.7993,y
1JcpmKwyJEA,00:00:00.00,00:01:03.46,0.0878,0.0287,0.9704,y
0xP3fXlLo0o,00:00:00.00,00:01:05.85,0.0673,0.0643,0.8726,y
Fyc62pJZPDI,00:00:00.00,00:00:44.53,0.1583,0.1532,0.8460,y
lnxwi0_41L0,00:00:25.98,00:01:01.22,0.2661,0.0421,0.9570,y
nmyNhzaPKf4,00:00:21.85,00:01:09.46,0.1770,0.1599,0.6570,y
9daL_swXKCs,00:00:12.00,00:01:40.81,0.1645,0.1799,0.8170,y
16ejMBXQLxA,00:00:00.00,00:00:45.59,0.1911,0.1199,0.8125,y
tKLV08BXRLU,00:00:18.98,00:01:15.96,0.2244,0.2332,0.7660,y
MoIdJ8a9D0Y,00:00:00.00,00:00:44.54,0.0972,0.0892,0.5540,y
